Residence State,Residence State Code,UCD - ICD Sub-Chapter,UCD - ICD Sub-Chapter Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths
Alabama,01,"Organic, including symptomatic, mental disorders",F01-F09,55-64 years,55-64,29
Alabama,01,"Organic, including symptomatic, mental disorders",F01-F09,65-74 years,65-74,168
Alabama,01,"Organic, including symptomatic, mental disorders",F01-F09,75-84 years,75-84,486
Alabama,01,"Organic, including symptomatic, mental disorders",F01-F09,85+ years,85+,812
Alabama,01,Mental and behavioural disorders due to psychoactive substance use,F10-F19,25-34 years,25-34,16
Alabama,01,Mental and behavioural disorders due to psychoactive substance use,F10-F19,35-44 years,35-44,47
Alabama,01,Mental and behavioural disorders due to psychoactive substance use,F10-F19,45-54 years,45-54,78
Alabama,01,Mental and behavioural disorders due to psychoactive substance use,F10-F19,55-64 years,55-64,93
Alabama,01,Mental and behavioural disorders due to psychoactive substance use,F10-F19,65-74 years,65-74,61
Alabama,01,Mental and behavioural disorders due to psychoactive substance use,F10-F19,75-84 years,75-84,18
Alabama,01,Systemic atrophies primarily affecting the central nervous system,G10-G14,45-54 years,45-54,15
Alabama,01,Systemic atrophies primarily affecting the central nervous system,G10-G14,55-64 years,55-64,40
Alabama,01,Systemic atrophies primarily affecting the central nervous system,G10-G14,65-74 years,65-74,54
Alabama,01,Systemic atrophies primarily affecting the central nervous system,G10-G14,75-84 years,75-84,21
Alabama,01,Extrapyramidal and movement disorders,G20-G25,55-64 years,55-64,22
Alabama,01,Extrapyramidal and movement disorders,G20-G25,65-74 years,65-74,139
Alabama,01,Extrapyramidal and movement disorders,G20-G25,75-84 years,75-84,347
Alabama,01,Extrapyramidal and movement disorders,G20-G25,85+ years,85+,237
Alabama,01,Other degenerative diseases of the nervous system,G30-G31,55-64 years,55-64,68
Alabama,01,Other degenerative diseases of the nervous system,G30-G31,65-74 years,65-74,365
Alabama,01,Other degenerative diseases of the nervous system,G30-G31,75-84 years,75-84,1220
Alabama,01,Other degenerative diseases of the nervous system,G30-G31,85+ years,85+,1935
Alabama,01,Demyelinating diseases of the central nervous system,G35-G37,55-64 years,55-64,16
Alabama,01,Demyelinating diseases of the central nervous system,G35-G37,65-74 years,65-74,15
Alabama,01,Episodic and paroxysmal disorders,G40-G47,45-54 years,45-54,11
Alabama,01,Episodic and paroxysmal disorders,G40-G47,55-64 years,55-64,16
Alabama,01,Episodic and paroxysmal disorders,G40-G47,65-74 years,65-74,14
Alabama,01,Episodic and paroxysmal disorders,G40-G47,75-84 years,75-84,13
Alabama,01,Diseases of myoneural junction and muscle,G70-G72,75-84 years,75-84,12
Alabama,01,Cerebral palsy and other paralytic syndromes,G80-G83,25-34 years,25-34,12
Alabama,01,Cerebral palsy and other paralytic syndromes,G80-G83,45-54 years,45-54,15
Alabama,01,Cerebral palsy and other paralytic syndromes,G80-G83,55-64 years,55-64,15
Alabama,01,Cerebral palsy and other paralytic syndromes,G80-G83,65-74 years,65-74,18
Alabama,01,Cerebral palsy and other paralytic syndromes,G80-G83,75-84 years,75-84,11
Alabama,01,Other disorders of the nervous system,G90-G98,25-34 years,25-34,17
Alabama,01,Other disorders of the nervous system,G90-G98,35-44 years,35-44,33
Alabama,01,Other disorders of the nervous system,G90-G98,45-54 years,45-54,43
Alabama,01,Other disorders of the nervous system,G90-G98,55-64 years,55-64,90
Alabama,01,Other disorders of the nervous system,G90-G98,65-74 years,65-74,94
Alabama,01,Other disorders of the nervous system,G90-G98,75-84 years,75-84,86
Alabama,01,Other disorders of the nervous system,G90-G98,85+ years,85+,56
Alabama,01,Chronic rheumatic heart diseases,I05-I09,65-74 years,65-74,10
Alabama,01,Hypertensive diseases,I10-I15,25-34 years,25-34,15
Alabama,01,Hypertensive diseases,I10-I15,35-44 years,35-44,59
Alabama,01,Hypertensive diseases,I10-I15,45-54 years,45-54,160
Alabama,01,Hypertensive diseases,I10-I15,55-64 years,55-64,307
Alabama,01,Hypertensive diseases,I10-I15,65-74 years,65-74,479
Alabama,01,Hypertensive diseases,I10-I15,75-84 years,75-84,582
Alabama,01,Hypertensive diseases,I10-I15,85+ years,85+,878
Alabama,01,Ischaemic heart diseases,I20-I25,25-34 years,25-34,27
Alabama,01,Ischaemic heart diseases,I20-I25,35-44 years,35-44,128
Alabama,01,Ischaemic heart diseases,I20-I25,45-54 years,45-54,353
Alabama,01,Ischaemic heart diseases,I20-I25,55-64 years,55-64,893
Alabama,01,Ischaemic heart diseases,I20-I25,65-74 years,65-74,1267
Alabama,01,Ischaemic heart diseases,I20-I25,75-84 years,75-84,1275
Alabama,01,Ischaemic heart diseases,I20-I25,85+ years,85+,1325
Alabama,01,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,25-34 years,25-34,19
Alabama,01,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,35-44 years,35-44,27
Alabama,01,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,45-54 years,45-54,51
Alabama,01,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,55-64 years,55-64,63
Alabama,01,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,65-74 years,65-74,78
Alabama,01,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,75-84 years,75-84,82
Alabama,01,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,85+ years,85+,56
Alabama,01,Other forms of heart disease,I30-I51,5-14 years,5-14,10
Alabama,01,Other forms of heart disease,I30-I51,15-24 years,15-24,23
Alabama,01,Other forms of heart disease,I30-I51,25-34 years,25-34,96
Alabama,01,Other forms of heart disease,I30-I51,35-44 years,35-44,231
Alabama,01,Other forms of heart disease,I30-I51,45-54 years,45-54,539
Alabama,01,Other forms of heart disease,I30-I51,55-64 years,55-64,1163
Alabama,01,Other forms of heart disease,I30-I51,65-74 years,65-74,1690
Alabama,01,Other forms of heart disease,I30-I51,75-84 years,75-84,1921
Alabama,01,Other forms of heart disease,I30-I51,85+ years,85+,2077
Alabama,01,Cerebrovascular diseases,I60-I69,25-34 years,25-34,14
Alabama,01,Cerebrovascular diseases,I60-I69,35-44 years,35-44,68
Alabama,01,Cerebrovascular diseases,I60-I69,45-54 years,45-54,159
Alabama,01,Cerebrovascular diseases,I60-I69,55-64 years,55-64,384
Alabama,01,Cerebrovascular diseases,I60-I69,65-74 years,65-74,727
Alabama,01,Cerebrovascular diseases,I60-I69,75-84 years,75-84,1006
Alabama,01,Cerebrovascular diseases,I60-I69,85+ years,85+,996
Alabama,01,"Diseases of arteries, arterioles and capillaries",I70-I78,35-44 years,35-44,10
Alabama,01,"Diseases of arteries, arterioles and capillaries",I70-I78,45-54 years,45-54,31
Alabama,01,"Diseases of arteries, arterioles and capillaries",I70-I78,55-64 years,55-64,80
Alabama,01,"Diseases of arteries, arterioles and capillaries",I70-I78,65-74 years,65-74,136
Alabama,01,"Diseases of arteries, arterioles and capillaries",I70-I78,75-84 years,75-84,90
Alabama,01,"Diseases of arteries, arterioles and capillaries",I70-I78,85+ years,85+,67
Alabama,01,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I80-I89,55-64 years,55-64,15
Alabama,01,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I80-I89,65-74 years,65-74,13
Alabama,01,Other and unspecified disorders of the circulatory system,I95-I99,55-64 years,55-64,11
Alabama,01,Other and unspecified disorders of the circulatory system,I95-I99,65-74 years,65-74,20
Alabama,01,Other and unspecified disorders of the circulatory system,I95-I99,75-84 years,75-84,27
Alabama,01,Other and unspecified disorders of the circulatory system,I95-I99,85+ years,85+,29
Alabama,01,Influenza and pneumonia,J09-J18,35-44 years,35-44,29
Alabama,01,Influenza and pneumonia,J09-J18,45-54 years,45-54,51
Alabama,01,Influenza and pneumonia,J09-J18,55-64 years,55-64,144
Alabama,01,Influenza and pneumonia,J09-J18,65-74 years,65-74,241
Alabama,01,Influenza and pneumonia,J09-J18,75-84 years,75-84,276
Alabama,01,Influenza and pneumonia,J09-J18,85+ years,85+,275
Alabama,01,Chronic lower respiratory diseases,J40-J47,35-44 years,35-44,24
Alabama,01,Chronic lower respiratory diseases,J40-J47,45-54 years,45-54,86
Alabama,01,Chronic lower respiratory diseases,J40-J47,55-64 years,55-64,482
Alabama,01,Chronic lower respiratory diseases,J40-J47,65-74 years,65-74,944
Alabama,01,Chronic lower respiratory diseases,J40-J47,75-84 years,75-84,1081
Alabama,01,Chronic lower respiratory diseases,J40-J47,85+ years,85+,650
Alabama,01,Lung diseases due to external agents,J60-J70,35-44 years,35-44,10
Alabama,01,Lung diseases due to external agents,J60-J70,45-54 years,45-54,12
Alabama,01,Lung diseases due to external agents,J60-J70,55-64 years,55-64,41
Alabama,01,Lung diseases due to external agents,J60-J70,65-74 years,65-74,84
Alabama,01,Lung diseases due to external agents,J60-J70,75-84 years,75-84,83
Alabama,01,Lung diseases due to external agents,J60-J70,85+ years,85+,102
Alabama,01,Other respiratory diseases principally affecting the interstitium,J80-J84,45-54 years,45-54,14
Alabama,01,Other respiratory diseases principally affecting the interstitium,J80-J84,55-64 years,55-64,49
Alabama,01,Other respiratory diseases principally affecting the interstitium,J80-J84,65-74 years,65-74,112
Alabama,01,Other respiratory diseases principally affecting the interstitium,J80-J84,75-84 years,75-84,117
Alabama,01,Other respiratory diseases principally affecting the interstitium,J80-J84,85+ years,85+,72
Alabama,01,Other diseases of pleura,J90-J94,65-74 years,65-74,12
Alabama,01,Other diseases of pleura,J90-J94,75-84 years,75-84,15
Alabama,01,Other diseases of pleura,J90-J94,85+ years,85+,14
Alabama,01,Other diseases of the respiratory system,J96-J98,35-44 years,35-44,11
Alabama,01,Other diseases of the respiratory system,J96-J98,45-54 years,45-54,24
Alabama,01,Other diseases of the respiratory system,J96-J98,55-64 years,55-64,83
Alabama,01,Other diseases of the respiratory system,J96-J98,65-74 years,65-74,137
Alabama,01,Other diseases of the respiratory system,J96-J98,75-84 years,75-84,154
Alabama,01,Other diseases of the respiratory system,J96-J98,85+ years,85+,106
Alabama,01,"Diseases of oesophagus, stomach and duodenum",K20-K31,45-54 years,45-54,10
Alabama,01,"Diseases of oesophagus, stomach and duodenum",K20-K31,55-64 years,55-64,19
Alabama,01,"Diseases of oesophagus, stomach and duodenum",K20-K31,65-74 years,65-74,29
Alabama,01,"Diseases of oesophagus, stomach and duodenum",K20-K31,75-84 years,75-84,35
Alabama,01,"Diseases of oesophagus, stomach and duodenum",K20-K31,85+ years,85+,20
Alabama,01,Hernia,K40-K46,65-74 years,65-74,11
Alabama,01,Hernia,K40-K46,75-84 years,75-84,11
Alabama,01,Other diseases of intestines,K55-K63,45-54 years,45-54,21
Alabama,01,Other diseases of intestines,K55-K63,55-64 years,55-64,61
Alabama,01,Other diseases of intestines,K55-K63,65-74 years,65-74,88
Alabama,01,Other diseases of intestines,K55-K63,75-84 years,75-84,105
Alabama,01,Other diseases of intestines,K55-K63,85+ years,85+,73
Alabama,01,Diseases of peritoneum,K65-K66,65-74 years,65-74,10
Alabama,01,Diseases of peritoneum,K65-K66,75-84 years,75-84,17
Alabama,01,Diseases of liver,K70-K76,25-34 years,25-34,23
Alabama,01,Diseases of liver,K70-K76,35-44 years,35-44,108
Alabama,01,Diseases of liver,K70-K76,45-54 years,45-54,246
Alabama,01,Diseases of liver,K70-K76,55-64 years,55-64,448
Alabama,01,Diseases of liver,K70-K76,65-74 years,65-74,325
Alabama,01,Diseases of liver,K70-K76,75-84 years,75-84,176
Alabama,01,Diseases of liver,K70-K76,85+ years,85+,45
Alabama,01,"Disorders of gallbladder, biliary tract and pancreas",K80-K86,45-54 years,45-54,15
Alabama,01,"Disorders of gallbladder, biliary tract and pancreas",K80-K86,55-64 years,55-64,30
Alabama,01,"Disorders of gallbladder, biliary tract and pancreas",K80-K86,65-74 years,65-74,36
Alabama,01,"Disorders of gallbladder, biliary tract and pancreas",K80-K86,75-84 years,75-84,31
Alabama,01,"Disorders of gallbladder, biliary tract and pancreas",K80-K86,85+ years,85+,39
Alabama,01,Other diseases of the digestive system,K90-K92,45-54 years,45-54,16
Alabama,01,Other diseases of the digestive system,K90-K92,55-64 years,55-64,41
Alabama,01,Other diseases of the digestive system,K90-K92,65-74 years,65-74,62
Alabama,01,Other diseases of the digestive system,K90-K92,75-84 years,75-84,65
Alabama,01,Other diseases of the digestive system,K90-K92,85+ years,85+,41
Alabama,01,Infections of the skin and subcutaneous tissue,L00-L08,65-74 years,65-74,18
Alabama,01,Infections of the skin and subcutaneous tissue,L00-L08,75-84 years,75-84,19
Alabama,01,Infections of the skin and subcutaneous tissue,L00-L08,85+ years,85+,13
Alabama,01,Other disorders of the skin and subcutaneous tissue,L80-L98,65-74 years,65-74,16
Alabama,01,Other disorders of the skin and subcutaneous tissue,L80-L98,75-84 years,75-84,21
Alabama,01,Systemic connective tissue disorders,M30-M35,45-54 years,45-54,13
Alabama,01,Systemic connective tissue disorders,M30-M35,55-64 years,55-64,11
Alabama,01,Systemic connective tissue disorders,M30-M35,65-74 years,65-74,10
Alabama,01,Dorsopathies,M40-M54,75-84 years,75-84,10
Alabama,01,Soft tissue disorders,M60-M79,55-64 years,55-64,10
Alabama,01,Soft tissue disorders,M60-M79,65-74 years,65-74,20
Alabama,01,Soft tissue disorders,M60-M79,75-84 years,75-84,33
Alabama,01,Soft tissue disorders,M60-M79,85+ years,85+,68
Alabama,01,Osteopathies and chondropathies,M80-M94,65-74 years,65-74,14
Alabama,01,Osteopathies and chondropathies,M80-M94,75-84 years,75-84,11
Alabama,01,Osteopathies and chondropathies,M80-M94,85+ years,85+,15
Alabama,01,Renal tubulo-interstitial diseases,N10-N15,75-84 years,75-84,10
Alabama,01,Renal failure,N17-N19,25-34 years,25-34,11
Alabama,01,Renal failure,N17-N19,35-44 years,35-44,26
Alabama,01,Renal failure,N17-N19,45-54 years,45-54,58
Alabama,01,Renal failure,N17-N19,55-64 years,55-64,154
Alabama,01,Renal failure,N17-N19,65-74 years,65-74,327
Alabama,01,Renal failure,N17-N19,75-84 years,75-84,313
Alabama,01,Renal failure,N17-N19,85+ years,85+,258
Alabama,01,Other disorders of kidney and ureter,N25-N28,45-54 years,45-54,21
Alabama,01,Other disorders of kidney and ureter,N25-N28,55-64 years,55-64,33
Alabama,01,Other disorders of kidney and ureter,N25-N28,65-74 years,65-74,81
Alabama,01,Other disorders of kidney and ureter,N25-N28,75-84 years,75-84,99
Alabama,01,Other disorders of kidney and ureter,N25-N28,85+ years,85+,62
Alabama,01,Other diseases of urinary system,N30-N39,45-54 years,45-54,17
Alabama,01,Other diseases of urinary system,N30-N39,55-64 years,55-64,37
Alabama,01,Other diseases of urinary system,N30-N39,65-74 years,65-74,65
Alabama,01,Other diseases of urinary system,N30-N39,75-84 years,75-84,93
Alabama,01,Other diseases of urinary system,N30-N39,85+ years,85+,89
Alabama,01,"Other obstetric conditions, not elsewhere classified",O95-O99,25-34 years,25-34,19
Alabama,01,"Newborn affected by maternal factors and by complications of pregnancy, labour and delivery",P00-P04,< 1 year,1,29
Alabama,01,Disorders related to length of gestation and fetal growth,P05-P08,< 1 year,1,67
Alabama,01,Respiratory and cardiovascular disorders specific to the perinatal period,P20-P29,< 1 year,1,43
Alabama,01,Infections specific to the perinatal period,P35-P39,< 1 year,1,16
Alabama,01,Digestive system disorders of newborn,P76-P78,< 1 year,1,10
Alabama,01,Congenital malformations of the circulatory system,Q20-Q28,< 1 year,1,14
Alabama,01,Other congenital malformations,Q80-Q89,< 1 year,1,15
Alabama,01,"Chromosomal abnormalities, not elsewhere classified",Q90-Q99,< 1 year,1,10
Alabama,01,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,45-54 years,45-54,12
Alabama,01,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,55-64 years,55-64,30
Alabama,01,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,65-74 years,65-74,24
Alabama,01,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,75-84 years,75-84,28
Alabama,01,Symptoms and signs involving the circulatory and respiratory systems,R00-R09,85+ years,85+,28
Alabama,01,General symptoms and signs,R50-R68,35-44 years,35-44,13
Alabama,01,General symptoms and signs,R50-R68,45-54 years,45-54,31
Alabama,01,General symptoms and signs,R50-R68,55-64 years,55-64,52
Alabama,01,General symptoms and signs,R50-R68,65-74 years,65-74,65
Alabama,01,General symptoms and signs,R50-R68,75-84 years,75-84,65
Alabama,01,General symptoms and signs,R50-R68,85+ years,85+,92
Alabama,01,Ill-defined and unknown causes of mortality,R95-R99,< 1 year,1,93
Alabama,01,Ill-defined and unknown causes of mortality,R95-R99,25-34 years,25-34,19
Alabama,01,Ill-defined and unknown causes of mortality,R95-R99,35-44 years,35-44,23
Alabama,01,Ill-defined and unknown causes of mortality,R95-R99,45-54 years,45-54,52
Alabama,01,Ill-defined and unknown causes of mortality,R95-R99,55-64 years,55-64,93
Alabama,01,Ill-defined and unknown causes of mortality,R95-R99,65-74 years,65-74,114
Alabama,01,Ill-defined and unknown causes of mortality,R95-R99,75-84 years,75-84,92
Alabama,01,Ill-defined and unknown causes of mortality,R95-R99,85+ years,85+,91
Alabama,01,Provisional assignment of new diseases of uncertain etiology,U00-U49,15-24 years,15-24,31
Alabama,01,Provisional assignment of new diseases of uncertain etiology,U00-U49,25-34 years,25-34,164
Alabama,01,Provisional assignment of new diseases of uncertain etiology,U00-U49,35-44 years,35-44,442
Alabama,01,Provisional assignment of new diseases of uncertain etiology,U00-U49,45-54 years,45-54,978
Alabama,01,Provisional assignment of new diseases of uncertain etiology,U00-U49,55-64 years,55-64,1901
Alabama,01,Provisional assignment of new diseases of uncertain etiology,U00-U49,65-74 years,65-74,2523
Alabama,01,Provisional assignment of new diseases of uncertain etiology,U00-U49,75-84 years,75-84,2167
Alabama,01,Provisional assignment of new diseases of uncertain etiology,U00-U49,85+ years,85+,1283
Alabama,01,Transport accidents,V01-V99,1-4 years,1-4,13
Alabama,01,Transport accidents,V01-V99,5-14 years,5-14,27
Alabama,01,Transport accidents,V01-V99,15-24 years,15-24,173
Alabama,01,Transport accidents,V01-V99,25-34 years,25-34,205
Alabama,01,Transport accidents,V01-V99,35-44 years,35-44,181
Alabama,01,Transport accidents,V01-V99,45-54 years,45-54,142
Alabama,01,Transport accidents,V01-V99,55-64 years,55-64,153
Alabama,01,Transport accidents,V01-V99,65-74 years,65-74,98
Alabama,01,Transport accidents,V01-V99,75-84 years,75-84,58
Alabama,01,Transport accidents,V01-V99,85+ years,85+,35
Alabama,01,Other external causes of accidental injury,W00-X59,< 1 year,1,14
Alabama,01,Other external causes of accidental injury,W00-X59,1-4 years,1-4,22
Alabama,01,Other external causes of accidental injury,W00-X59,5-14 years,5-14,13
Alabama,01,Other external causes of accidental injury,W00-X59,15-24 years,15-24,126
Alabama,01,Other external causes of accidental injury,W00-X59,25-34 years,25-34,370
Alabama,01,Other external causes of accidental injury,W00-X59,35-44 years,35-44,500
Alabama,01,Other external causes of accidental injury,W00-X59,45-54 years,45-54,364
Alabama,01,Other external causes of accidental injury,W00-X59,55-64 years,55-64,318
Alabama,01,Other external causes of accidental injury,W00-X59,65-74 years,65-74,218
Alabama,01,Other external causes of accidental injury,W00-X59,75-84 years,75-84,229
Alabama,01,Other external causes of accidental injury,W00-X59,85+ years,85+,212
Alabama,01,Intentional self-harm,X60-X84,5-14 years,5-14,16
Alabama,01,Intentional self-harm,X60-X84,15-24 years,15-24,93
Alabama,01,Intentional self-harm,X60-X84,25-34 years,25-34,162
Alabama,01,Intentional self-harm,X60-X84,35-44 years,35-44,115
Alabama,01,Intentional self-harm,X60-X84,45-54 years,45-54,137
Alabama,01,Intentional self-harm,X60-X84,55-64 years,55-64,145
Alabama,01,Intentional self-harm,X60-X84,65-74 years,65-74,89
Alabama,01,Intentional self-harm,X60-X84,75-84 years,75-84,48
Alabama,01,Intentional self-harm,X60-X84,85+ years,85+,22
Alabama,01,Assault,X85-Y09,< 1 year,1,10
Alabama,01,Assault,X85-Y09,1-4 years,1-4,13
Alabama,01,Assault,X85-Y09,15-24 years,15-24,207
Alabama,01,Assault,X85-Y09,25-34 years,25-34,218
Alabama,01,Assault,X85-Y09,35-44 years,35-44,138
Alabama,01,Assault,X85-Y09,45-54 years,45-54,77
Alabama,01,Assault,X85-Y09,55-64 years,55-64,48
Alabama,01,Assault,X85-Y09,65-74 years,65-74,17
Alabama,01,Event of undetermined intent,Y10-Y34,25-34 years,25-34,14
Alabama,01,Event of undetermined intent,Y10-Y34,35-44 years,35-44,15
Alabama,01,Event of undetermined intent,Y10-Y34,55-64 years,55-64,11
Alabama,01,Complications of medical and surgical care,Y40-Y84,45-54 years,45-54,12
Alabama,01,Complications of medical and surgical care,Y40-Y84,55-64 years,55-64,20
Alabama,01,Complications of medical and surgical care,Y40-Y84,65-74 years,65-74,24
Alabama,01,Complications of medical and surgical care,Y40-Y84,75-84 years,75-84,19
Alaska,02,Other bacterial diseases,A30-A49,55-64 years,55-64,11
Alaska,02,Other bacterial diseases,A30-A49,65-74 years,65-74,13
Alaska,02,Other bacterial diseases,A30-A49,75-84 years,75-84,14
Alaska,02,Other bacterial diseases,A30-A49,85+ years,85+,12
Alaska,02,Malignant neoplasms,C00-C97,35-44 years,35-44,20
Alaska,02,Malignant neoplasms,C00-C97,45-54 years,45-54,57
Alaska,02,Malignant neoplasms,C00-C97,55-64 years,55-64,197
Alaska,02,Malignant neoplasms,C00-C97,65-74 years,65-74,373
Alaska,02,Malignant neoplasms,C00-C97,75-84 years,75-84,297
Alaska,02,Malignant neoplasms,C00-C97,85+ years,85+,137
Alaska,02,Diabetes mellitus,E10-E14,45-54 years,45-54,14
Alaska,02,Diabetes mellitus,E10-E14,55-64 years,55-64,40
Alaska,02,Diabetes mellitus,E10-E14,65-74 years,65-74,47
Alaska,02,Diabetes mellitus,E10-E14,75-84 years,75-84,47
Alaska,02,Diabetes mellitus,E10-E14,85+ years,85+,29
Alaska,02,Malnutrition,E40-E46,85+ years,85+,12
Alaska,02,Obesity and other hyperalimentation,E65-E68,55-64 years,55-64,16
Alaska,02,Metabolic disorders,E70-E88,55-64 years,55-64,10
Alaska,02,Metabolic disorders,E70-E88,65-74 years,65-74,15
Alaska,02,Metabolic disorders,E70-E88,75-84 years,75-84,14
Alaska,02,Metabolic disorders,E70-E88,85+ years,85+,20
Alaska,02,"Organic, including symptomatic, mental disorders",F01-F09,65-74 years,65-74,22
Alaska,02,"Organic, including symptomatic, mental disorders",F01-F09,75-84 years,75-84,49
Alaska,02,"Organic, including symptomatic, mental disorders",F01-F09,85+ years,85+,120
Alaska,02,Mental and behavioural disorders due to psychoactive substance use,F10-F19,25-34 years,25-34,13
Alaska,02,Mental and behavioural disorders due to psychoactive substance use,F10-F19,35-44 years,35-44,15
Alaska,02,Mental and behavioural disorders due to psychoactive substance use,F10-F19,45-54 years,45-54,22
Alaska,02,Mental and behavioural disorders due to psychoactive substance use,F10-F19,55-64 years,55-64,37
